Id,Rule Name,Product,Severity,Status,Confidence,Category,Is Pro Rule,Semgrep Autotriage Result,Semgrep Autotriage Reason,Ai Impact,Ai Exploit Conditions,Semgrep File Risk Tag,Repository Name,Repository Url,Line Of Code Url,Semgrep Platform Link,Created At,Last Opened At,Branch,Triaged At,Triage Comment,Triage Reason,Rule Description
864564377,yaml.docker-compose.security.no-new-privileges.no-new-privileges,Code,Medium,Open,Low,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/docker-compose.yml#L4,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564377,2026-06-25 17:23:27.879583,2026-06-25 17:23:27.865585,refs/heads/taller-SAST/ciloor2,,,,Service 'auth-db' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.
864564376,yaml.docker-compose.security.no-new-privileges.no-new-privileges,Code,Medium,Open,Low,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/docker-compose.yml#L21,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564376,2026-06-25 17:23:27.879566,2026-06-25 17:23:27.865579,refs/heads/taller-SAST/ciloor2,,,,Service 'product-db' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.
864564375,yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,Code,Medium,Open,Low,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/docker-compose.yml#L4,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564375,2026-06-25 17:23:27.879549,2026-06-25 17:23:27.865573,refs/heads/taller-SAST/ciloor2,,,,"Service 'auth-db' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this."
864564374,yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,Code,Medium,Open,Low,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/docker-compose.yml#L21,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564374,2026-06-25 17:23:27.879531,2026-06-25 17:23:27.865567,refs/heads/taller-SAST/ciloor2,,,,"Service 'product-db' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this."
864564373,generic.nginx.security.possible-h2c-smuggling.possible-nginx-h2c-smuggling,Code,Medium,Open,Medium,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\frontend\nginx.conf#L16,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564373,2026-06-25 17:23:27.879514,2026-06-25 17:23:27.865553,refs/heads/taller-SAST/ciloor2,,,,"Conditions for Nginx H2C smuggling identified. H2C smuggling allows upgrading HTTP/1.1 connections to lesser-known HTTP/2 over cleartext (h2c) connections which can allow a bypass of reverse proxy access controls, and lead to long-lived, unrestricted HTTP traffic directly to back-end servers. To mitigate: WebSocket support required: Allow only the value websocket for HTTP/1.1 upgrade headers (e.g., Upgrade: websocket). WebSocket support not required: Do not forward Upgrade headers."
864564372,generic.nginx.security.possible-h2c-smuggling.possible-nginx-h2c-smuggling,Code,Medium,Open,Medium,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\frontend\nginx.conf#L25,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564372,2026-06-25 17:23:27.879497,2026-06-25 17:23:27.865546,refs/heads/taller-SAST/ciloor2,,,,"Conditions for Nginx H2C smuggling identified. H2C smuggling allows upgrading HTTP/1.1 connections to lesser-known HTTP/2 over cleartext (h2c) connections which can allow a bypass of reverse proxy access controls, and lead to long-lived, unrestricted HTTP traffic directly to back-end servers. To mitigate: WebSocket support required: Allow only the value websocket for HTTP/1.1 upgrade headers (e.g., Upgrade: websocket). WebSocket support not required: Do not forward Upgrade headers."
864564371,html.security.audit.missing-integrity.missing-integrity,Code,Medium,Open,Low,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\analisis-vulnerabilidades\frontend\index.html#L8,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564371,2026-06-25 17:23:27.879480,2026-06-25 17:23:27.865539,refs/heads/taller-SAST/ciloor2,,,,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files."
864564370,html.security.audit.missing-integrity.missing-integrity,Code,Medium,Open,Low,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\analisis-vulnerabilidades\frontend\index.html#L100,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564370,2026-06-25 17:23:27.879461,2026-06-25 17:23:27.865532,refs/heads/taller-SAST/ciloor2,,,,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files."
864564369,javascript.express.web.cors-permissive-express.cors-permissive-express,Code,Medium,Open,High,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\analisis-vulnerabilidades\backend\index.js#L11,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564369,2026-06-25 17:23:27.879442,2026-06-25 17:23:27.865525,refs/heads/taller-SAST/ciloor2,,,,"A permissive Cross-Origin Resource Sharing (CORS) vulnerability occurs when a server's CORS policy allows any origin to access its resources or improperly validates allowed origins. This can enable attackers to make unauthorized cross-origin requests, potentially exposing sensitive data to malicious websites. Avoid using wildcard (*) origins, especially for endpoints that handle sensitive data. Use a restrictive CORS policy by explicitly specifying trusted origins in the Access-Control-Allow-Origin header."
864564368,javascript.express.security.audit.express-check-csurf-middleware-usage.express-check-csurf-middleware-usage,Code,Low,Open,Low,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\analisis-vulnerabilidades\backend\index.js#L7,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564368,2026-06-25 17:23:27.879424,2026-06-25 17:23:27.865517,refs/heads/taller-SAST/ciloor2,,,,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
864564367,javascript.express.log.console-log-express.console-log-express,Code,Low,Open,High,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\analisis-vulnerabilidades\backend\index.js#L53,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564367,2026-06-25 17:23:27.879404,2026-06-25 17:23:27.865506,refs/heads/taller-SAST/ciloor2,,,,Detected a logger that logs user input without properly neutralizing the output. The log message could contain characters like ` ` and ` ` and cause an attacker to forge log entries or include malicious content into the logs. Use proper input validation and/or output encoding to prevent log entries from being forged.
864564366,javascript.express.log.console-log-express.console-log-express,Code,Low,Open,High,security,False,,,,,,local_scan/taller-sast,https://github.com/agcudco/taller-sast,https://github.com/agcudco/taller-sast/blob/5d22220e70f1b7c511f56b33585ba25f779fa110/apps\analisis-vulnerabilidades\backend\index.js#L101,https://semgrep.dev/orgs/ciloor2_espe_edu_ec/findings/864564366,2026-06-25 17:23:27.879359,2026-06-25 17:23:27.865471,refs/heads/taller-SAST/ciloor2,,,,Detected a logger that logs user input without properly neutralizing the output. The log message could contain characters like ` ` and ` ` and cause an attacker to forge log entries or include malicious content into the logs. Use proper input validation and/or output encoding to prevent log entries from being forged.
